id,name,type,category,emirate,area,zone,zoneCode,maps,source,verified
"uae-rak-marjan-island-hotel-24","Skyline Marjan Island Hotel 24","Hotel","Hotel","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Skyline%20Marjan%20Island%20Hotel%2024%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-25","Metro Marjan Island Suites 25","Hotel","Hotel","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Metro%20Marjan%20Island%20Suites%2025%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-26","Cultural Marjan Island Resort 26","Hotel","Hotel","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Cultural%20Marjan%20Island%20Resort%2026%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-27","Golden Marjan Island Residence 27","Hotel","Hotel","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Golden%20Marjan%20Island%20Residence%2027%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-28","Palm Marjan Island Collection 28","Hotel","Hotel","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Palm%20Marjan%20Island%20Collection%2028%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-29","Grand Marjan Island Tower 29","Hotel","Hotel","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Grand%20Marjan%20Island%20Tower%2029%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-30","Royal Marjan Island Apartments 30","Hotel","Hotel","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Royal%20Marjan%20Island%20Apartments%2030%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-31","City Marjan Island Hotel 31","Hotel","Hotel","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=City%20Marjan%20Island%20Hotel%2031%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-32","Pearl Marjan Island Suites 32","Hotel","Hotel","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Pearl%20Marjan%20Island%20Suites%2032%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-1","Harbour Marjan Island Hotel Apartments 1","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Harbour%20Marjan%20Island%20Hotel%20Apartments%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-2","Oasis Marjan Island Residence 2","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Oasis%20Marjan%20Island%20Residence%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-3","Skyline Marjan Island Executive Apartments 3","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Skyline%20Marjan%20Island%20Executive%20Apartments%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-4","Metro Marjan Island Hotel Apartments 4","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Metro%20Marjan%20Island%20Hotel%20Apartments%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-5","Cultural Marjan Island Residence 5","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Cultural%20Marjan%20Island%20Residence%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-6","Golden Marjan Island Executive Apartments 6","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Golden%20Marjan%20Island%20Executive%20Apartments%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-7","Palm Marjan Island Hotel Apartments 7","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Palm%20Marjan%20Island%20Hotel%20Apartments%207%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-8","Grand Marjan Island Residence 8","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Grand%20Marjan%20Island%20Residence%208%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-9","Royal Marjan Island Executive Apartments 9","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Royal%20Marjan%20Island%20Executive%20Apartments%209%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-10","City Marjan Island Hotel Apartments 10","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=City%20Marjan%20Island%20Hotel%20Apartments%2010%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-11","Pearl Marjan Island Residence 11","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Pearl%20Marjan%20Island%20Residence%2011%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-12","Marina Marjan Island Executive Apartments 12","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Marina%20Marjan%20Island%20Executive%20Apartments%2012%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-13","Creek Marjan Island Hotel Apartments 13","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Creek%20Marjan%20Island%20Hotel%20Apartments%2013%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-14","Heritage Marjan Island Residence 14","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Heritage%20Marjan%20Island%20Residence%2014%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-15","Central Marjan Island Executive Apartments 15","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Central%20Marjan%20Island%20Executive%20Apartments%2015%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-16","Vista Marjan Island Hotel Apartments 16","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Vista%20Marjan%20Island%20Hotel%20Apartments%2016%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-17","Elite Marjan Island Residence 17","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Elite%20Marjan%20Island%20Residence%2017%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-hotel-apartment-18","Signature Marjan Island Executive Apartments 18","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Signature%20Marjan%20Island%20Executive%20Apartments%2018%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-1","Oasis Marjan Island Beach Resort 1","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Oasis%20Marjan%20Island%20Beach%20Resort%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-2","Skyline Marjan Island Desert Resort 2","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Skyline%20Marjan%20Island%20Desert%20Resort%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-3","Metro Marjan Island Resort 3","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Metro%20Marjan%20Island%20Resort%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-4","Cultural Marjan Island Beach Resort 4","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Cultural%20Marjan%20Island%20Beach%20Resort%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-5","Golden Marjan Island Desert Resort 5","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Golden%20Marjan%20Island%20Desert%20Resort%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-6","Palm Marjan Island Resort 6","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Palm%20Marjan%20Island%20Resort%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-7","Grand Marjan Island Beach Resort 7","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Grand%20Marjan%20Island%20Beach%20Resort%207%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-8","Royal Marjan Island Desert Resort 8","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Royal%20Marjan%20Island%20Desert%20Resort%208%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-9","City Marjan Island Resort 9","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=City%20Marjan%20Island%20Resort%209%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-10","Pearl Marjan Island Beach Resort 10","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Pearl%20Marjan%20Island%20Beach%20Resort%2010%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-11","Marina Marjan Island Desert Resort 11","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Marina%20Marjan%20Island%20Desert%20Resort%2011%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-resort-12","Creek Marjan Island Resort 12","Resort","Resort","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Creek%20Marjan%20Island%20Resort%2012%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-mall-1","Skyline Marjan Island Retail District 1","Mall","Mall","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Skyline%20Marjan%20Island%20Retail%20District%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-mall-2","Metro Marjan Island Mall 2","Mall","Mall","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Metro%20Marjan%20Island%20Mall%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-mall-3","Cultural Marjan Island Shopping Centre 3","Mall","Mall","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Cultural%20Marjan%20Island%20Shopping%20Centre%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-mall-4","Golden Marjan Island Retail District 4","Mall","Mall","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Golden%20Marjan%20Island%20Retail%20District%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-mall-5","Palm Marjan Island Mall 5","Mall","Mall","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Palm%20Marjan%20Island%20Mall%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-mall-6","Grand Marjan Island Shopping Centre 6","Mall","Mall","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Grand%20Marjan%20Island%20Shopping%20Centre%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-mall-7","Royal Marjan Island Retail District 7","Mall","Mall","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Royal%20Marjan%20Island%20Retail%20District%207%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-mall-8","City Marjan Island Mall 8","Mall","Mall","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=City%20Marjan%20Island%20Mall%208%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-museum-1","Metro Marjan Island Museum 1","Museum","Museum","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Metro%20Marjan%20Island%20Museum%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-museum-2","Cultural Marjan Island Gallery 2","Museum","Museum","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Cultural%20Marjan%20Island%20Gallery%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-museum-3","Golden Marjan Island Visitor Centre 3","Museum","Museum","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Golden%20Marjan%20Island%20Visitor%20Centre%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-museum-4","Palm Marjan Island Museum 4","Museum","Museum","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Palm%20Marjan%20Island%20Museum%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-museum-5","Grand Marjan Island Gallery 5","Museum","Museum","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Grand%20Marjan%20Island%20Gallery%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-museum-6","Royal Marjan Island Visitor Centre 6","Museum","Museum","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Royal%20Marjan%20Island%20Visitor%20Centre%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-1","Cultural Marjan Island Landmark 1","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Cultural%20Marjan%20Island%20Landmark%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-2","Golden Marjan Island Adventure Park 2","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Golden%20Marjan%20Island%20Adventure%20Park%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-3","Palm Marjan Island Experience 3","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Palm%20Marjan%20Island%20Experience%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-4","Grand Marjan Island Landmark 4","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Grand%20Marjan%20Island%20Landmark%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-5","Royal Marjan Island Adventure Park 5","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Royal%20Marjan%20Island%20Adventure%20Park%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-6","City Marjan Island Experience 6","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=City%20Marjan%20Island%20Experience%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-7","Pearl Marjan Island Landmark 7","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Pearl%20Marjan%20Island%20Landmark%207%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-8","Marina Marjan Island Adventure Park 8","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Marina%20Marjan%20Island%20Adventure%20Park%208%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-9","Creek Marjan Island Experience 9","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Creek%20Marjan%20Island%20Experience%209%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-10","Heritage Marjan Island Landmark 10","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Heritage%20Marjan%20Island%20Landmark%2010%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-11","Central Marjan Island Adventure Park 11","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Central%20Marjan%20Island%20Adventure%20Park%2011%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-attraction-12","Vista Marjan Island Experience 12","Attraction","Attraction","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Vista%20Marjan%20Island%20Experience%2012%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-culture-site-1","Golden Marjan Island Fort 1","Culture Site","Culture Site","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Golden%20Marjan%20Island%20Fort%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-culture-site-2","Palm Marjan Island Majlis 2","Culture Site","Culture Site","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Palm%20Marjan%20Island%20Majlis%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-culture-site-3","Grand Marjan Island Heritage Site 3","Culture Site","Culture Site","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Grand%20Marjan%20Island%20Heritage%20Site%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-culture-site-4","Royal Marjan Island Cultural Centre 4","Culture Site","Culture Site","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Royal%20Marjan%20Island%20Cultural%20Centre%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-culture-site-5","City Marjan Island Fort 5","Culture Site","Culture Site","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=City%20Marjan%20Island%20Fort%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-culture-site-6","Pearl Marjan Island Majlis 6","Culture Site","Culture Site","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Pearl%20Marjan%20Island%20Majlis%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-culture-site-7","Marina Marjan Island Heritage Site 7","Culture Site","Culture Site","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Marina%20Marjan%20Island%20Heritage%20Site%207%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-culture-site-8","Creek Marjan Island Cultural Centre 8","Culture Site","Culture Site","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Creek%20Marjan%20Island%20Cultural%20Centre%208%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-culture-site-9","Heritage Marjan Island Fort 9","Culture Site","Culture Site","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Heritage%20Marjan%20Island%20Fort%209%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-culture-site-10","Central Marjan Island Majlis 10","Culture Site","Culture Site","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Central%20Marjan%20Island%20Majlis%2010%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-transport-hub-1","Palm Marjan Island Bus Station 1","Transport Hub","Transport Hub","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Palm%20Marjan%20Island%20Bus%20Station%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-transport-hub-2","Grand Marjan Island Airport Meet Point 2","Transport Hub","Transport Hub","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Grand%20Marjan%20Island%20Airport%20Meet%20Point%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-transport-hub-3","Royal Marjan Island Cruise Terminal 3","Transport Hub","Transport Hub","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Royal%20Marjan%20Island%20Cruise%20Terminal%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-transport-hub-4","City Marjan Island Bus Station 4","Transport Hub","Transport Hub","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=City%20Marjan%20Island%20Bus%20Station%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-transport-hub-5","Pearl Marjan Island Airport Meet Point 5","Transport Hub","Transport Hub","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Pearl%20Marjan%20Island%20Airport%20Meet%20Point%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-beach-1","Grand Marjan Island Beach Park 1","Beach","Beach","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Grand%20Marjan%20Island%20Beach%20Park%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-beach-2","Royal Marjan Island Corniche 2","Beach","Beach","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Royal%20Marjan%20Island%20Corniche%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-beach-3","City Marjan Island Beach 3","Beach","Beach","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=City%20Marjan%20Island%20Beach%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-beach-4","Pearl Marjan Island Beach Park 4","Beach","Beach","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Pearl%20Marjan%20Island%20Beach%20Park%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-beach-5","Marina Marjan Island Corniche 5","Beach","Beach","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Marina%20Marjan%20Island%20Corniche%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-beach-6","Creek Marjan Island Beach 6","Beach","Beach","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Creek%20Marjan%20Island%20Beach%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-outdoor-1","Royal Marjan Island Nature Reserve 1","Outdoor","Outdoor","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Royal%20Marjan%20Island%20Nature%20Reserve%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-outdoor-2","City Marjan Island Desert Camp 2","Outdoor","Outdoor","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=City%20Marjan%20Island%20Desert%20Camp%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-outdoor-3","Pearl Marjan Island Mountain Viewpoint 3","Outdoor","Outdoor","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Pearl%20Marjan%20Island%20Mountain%20Viewpoint%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-outdoor-4","Marina Marjan Island Nature Reserve 4","Outdoor","Outdoor","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Marina%20Marjan%20Island%20Nature%20Reserve%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-outdoor-5","Creek Marjan Island Desert Camp 5","Outdoor","Outdoor","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Creek%20Marjan%20Island%20Desert%20Camp%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-outdoor-6","Heritage Marjan Island Mountain Viewpoint 6","Outdoor","Outdoor","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Heritage%20Marjan%20Island%20Mountain%20Viewpoint%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-market-1","City Marjan Island Souq 1","Market","Market","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=City%20Marjan%20Island%20Souq%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-market-2","Pearl Marjan Island Market 2","Market","Market","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Pearl%20Marjan%20Island%20Market%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-market-3","Marina Marjan Island Bazaar 3","Market","Market","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Marina%20Marjan%20Island%20Bazaar%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-market-4","Creek Marjan Island Souq 4","Market","Market","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Creek%20Marjan%20Island%20Souq%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-market-5","Heritage Marjan Island Market 5","Market","Market","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Heritage%20Marjan%20Island%20Market%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
