name,type,category,stars,zone,note,access,source,confidence
Abu Dhabi City Cruise Terminal Point 19,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Cruise Terminal Point 20,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Cruise Terminal Point 21,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Cruise Terminal Point 22,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Cruise Terminal Point 23,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Cruise Terminal Point 24,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Cruise Terminal Point 25,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Cruise Terminal Point 26,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Cruise Terminal Point 27,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Cruise Terminal Point 28,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Cruise Terminal Point 29,Cruise terminal,Cruise terminal,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 01,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 02,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 03,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 04,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 05,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 06,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 07,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 08,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 09,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 10,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 11,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 12,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 13,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 14,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 15,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 16,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 17,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 18,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 19,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 20,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 21,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 22,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 23,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 24,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 25,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 26,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 27,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 28,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Airport Terminal Point 29,Airport,Airport,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 01,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 02,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 03,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 04,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 05,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 06,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 07,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 08,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 09,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 10,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 11,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 12,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 13,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 14,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 15,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 16,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 17,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 18,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 19,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 20,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 21,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 22,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 23,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 24,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 25,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 26,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 27,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 28,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Desert Camp Point 29,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 01,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 02,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 03,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 04,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 05,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 06,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 07,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 08,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 09,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 10,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 11,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 12,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 13,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 14,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 15,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 16,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 17,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 18,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 19,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 20,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 21,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 22,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 23,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 24,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 25,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 26,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 27,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 28,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Restaurant Point 29,Restaurant,Restaurant,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 01,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 02,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 03,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 04,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 05,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 06,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 07,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 08,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 09,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 10,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 11,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 12,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 13,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 14,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 15,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 16,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 17,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 18,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 19,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 20,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 21,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 22,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 23,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 24,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 25,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 26,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 27,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 28,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Golf Club Point 29,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
